"cor_v","p_v","cond","meths","ex_o","ex_m","TM"
0.352547147904515,0.0189188477911343,"Together","CF_S - FVA (min)",320,320,"TM_2"
0.237164363415795,0.121119898014808,"Together","CF_S - FVA (max)",320,320,"TM_2"
0.149226377237822,0.333650507085403,"Together","CF_S - FBA",320,320,"TM_2"
0.307725242143448,0.0421476836373516,"Together","CF_MTR - FVA (min)",320,320,"TM_2"
0.190424948109499,0.215664348048065,"Together","CF_MTR - FVA (max)",320,320,"TM_2"
0.138888075174411,0.36858570948802,"Together","CF_MTR - FBA",320,320,"TM_2"
0.505090260696393,0.000470936087185134,"Together","TRIMER",320,320,"TM_2"
0.454815054980632,0.00192405089278346,"Together","GIMME - FBA",320,320,"TM_2"
0.361385055082538,0.0159425163811765,"Together","GIMME - FVA (min)",320,320,"TM_2"
0.588876810988584,2.61226531576703e-05,"Together","GIMME - FVA (max)",320,320,"TM_2"
0.400727776155772,0.221949022624843,"WT","CF_S - FVA (min)",320,320,"TM_2"
0.743992942769858,0.00865537667516807,"WT","CF_S - FVA (max)",320,320,"TM_2"
0.386122919665369,0.240824785837197,"WT","CF_S - FBA",320,320,"TM_2"
0.351763235340724,0.288756529260071,"WT","CF_MTR - FVA (min)",320,320,"TM_2"
0.743992942769858,0.00865537667516807,"WT","CF_MTR - FVA (max)",320,320,"TM_2"
0.386122919665369,0.240824785837197,"WT","CF_MTR - FBA",320,320,"TM_2"
0.662051122128562,0.0264711109372581,"WT","TRIMER",320,320,"TM_2"
0.662051122128562,0.0264711109372581,"WT","GIMME - FBA",320,320,"TM_2"
0.351763235340724,0.288756529260071,"WT","GIMME - FVA (min)",320,320,"TM_2"
0.750324605079037,0.00781061959555027,"WT","GIMME - FVA (max)",320,320,"TM_2"
0.653274579918488,0.0292844342158101,"I KO","CF_S - FVA (min)",320,320,"TM_2"
0.136555666710923,0.688890400361369,"I KO","CF_S - FVA (max)",320,320,"TM_2"
-0.127138034523963,0.70951081493252,"I KO","CF_S - FBA",320,320,"TM_2"
0.653274579918488,0.0292844342158101,"I KO","CF_MTR - FVA (min)",320,320,"TM_2"
0.136555666710923,0.688890400361369,"I KO","CF_MTR - FVA (max)",320,320,"TM_2"
-0.127138034523963,0.70951081493252,"I KO","CF_MTR - FBA",320,320,"TM_2"
0.926871570979987,4.07096162291892e-05,"I KO","TRIMER",320,320,"TM_2"
0.926871570979987,4.07096162291892e-05,"I KO","GIMME - FBA",320,320,"TM_2"
0.926871570979987,4.07096162291892e-05,"I KO","GIMME - FVA (min)",320,320,"TM_2"
0.926871570979987,4.07096162291892e-05,"I KO","GIMME - FVA (max)",320,320,"TM_2"
0.100503781525921,0.768742834209266,"X KO","CF_S - FVA (min)",320,320,"TM_2"
0.692195965741576,0.0182576408880681,"X KO","CF_S - FVA (max)",320,320,"TM_2"
0.805207551985099,0.00278453886499692,"X KO","CF_S - FBA",320,320,"TM_2"
0.100503781525921,0.768742834209266,"X KO","CF_MTR - FVA (min)",320,320,"TM_2"
0.602188789758441,0.049942218648426,"X KO","CF_MTR - FVA (max)",320,320,"TM_2"
-0.08434823356733,0.805241004082851,"X KO","CF_MTR - FBA",320,320,"TM_2"
-0.107889812495025,0.752191485111736,"X KO","TRIMER",320,320,"TM_2"
0.700649049745371,0.0163282732394972,"X KO","GIMME - FBA",320,320,"TM_2"
0.700649049745371,0.0163282732394972,"X KO","GIMME - FVA (min)",320,320,"TM_2"
0.700649049745371,0.0163282732394972,"X KO","GIMME - FVA (max)",320,320,"TM_2"
0.402015126103685,0.220328309777794,"A KO","CF_S - FVA (min)",320,320,"TM_2"
0.569766747311093,0.0672727649114373,"A KO","CF_S - FVA (max)",320,320,"TM_2"
0.739284126676377,0.00932544001383248,"A KO","CF_S - FBA",320,320,"TM_2"
0.402015126103685,0.220328309777794,"A KO","CF_MTR - FVA (min)",320,320,"TM_2"
0.569766747311093,0.0672727649114373,"A KO","CF_MTR - FVA (max)",320,320,"TM_2"
0.739284126676377,0.00932544001383248,"A KO","CF_MTR - FBA",320,320,"TM_2"
0,1,"A KO","TRIMER",320,320,"TM_2"
0.934198732993827,2.5588242922368e-05,"A KO","GIMME - FBA",320,320,"TM_2"
0.934198732993827,2.5588242922368e-05,"A KO","GIMME - FVA (min)",320,320,"TM_2"
0.934198732993827,2.5588242922368e-05,"A KO","GIMME - FVA (max)",320,320,"TM_2"
