"cor_v","p_v","cond","meths","ex_o","ex_m","TM"
0.524900784275784,0.146784307266818,"Together","CF_S - FVA (min)",3200,3200,"TM_3"
0.524900784275784,0.146784307266818,"Together","CF_S - FVA (max)",3200,3200,"TM_3"
0.524900784275784,0.146784307266818,"Together","CF_S - FBA",3200,3200,"TM_3"
0.524900784275784,0.146784307266818,"Together","CF_MTR - FVA (min)",3200,3200,"TM_3"
0.524900784275784,0.146784307266818,"Together","CF_MTR - FVA (max)",3200,3200,"TM_3"
0.524900784275784,0.146784307266818,"Together","CF_MTR - FBA",3200,3200,"TM_3"
0.524900784275784,0.146784307266818,"Together","TRIMER",3200,3200,"TM_3"
0.524900784275784,0.146784307266818,"Together","GIMME - FBA",3200,3200,"TM_3"
0.524900784275784,0.146784307266818,"Together","GIMME - FVA (min)",3200,3200,"TM_3"
0.524900784275784,0.146784307266818,"Together","GIMME - FVA (max)",3200,3200,"TM_3"
0.524900784275784,0.146784307266818,"WT","CF_S - FVA (min)",3200,3200,"TM_3"
0.524900784275784,0.146784307266818,"WT","CF_S - FVA (max)",3200,3200,"TM_3"
0.524900784275784,0.146784307266818,"WT","CF_S - FBA",3200,3200,"TM_3"
0.524900784275784,0.146784307266818,"WT","CF_MTR - FVA (min)",3200,3200,"TM_3"
0.524900784275784,0.146784307266818,"WT","CF_MTR - FVA (max)",3200,3200,"TM_3"
0.524900784275784,0.146784307266818,"WT","CF_MTR - FBA",3200,3200,"TM_3"
0.524900784275784,0.146784307266818,"WT","TRIMER",3200,3200,"TM_3"
0.524900784275784,0.146784307266818,"WT","GIMME - FBA",3200,3200,"TM_3"
0.524900784275784,0.146784307266818,"WT","GIMME - FVA (min)",3200,3200,"TM_3"
0.524900784275784,0.146784307266818,"WT","GIMME - FVA (max)",3200,3200,"TM_3"
0.524900784275784,0.146784307266818,"A KO","CF_S - FVA (min)",3200,3200,"TM_3"
0.524900784275784,0.146784307266818,"A KO","CF_S - FVA (max)",3200,3200,"TM_3"
0.524900784275784,0.146784307266818,"A KO","CF_S - FBA",3200,3200,"TM_3"
0.524900784275784,0.146784307266818,"A KO","CF_MTR - FVA (min)",3200,3200,"TM_3"
0.524900784275784,0.146784307266818,"A KO","CF_MTR - FVA (max)",3200,3200,"TM_3"
0.524900784275784,0.146784307266818,"A KO","CF_MTR - FBA",3200,3200,"TM_3"
0.524900784275784,0.146784307266818,"A KO","TRIMER",3200,3200,"TM_3"
0.524900784275784,0.146784307266818,"A KO","GIMME - FBA",3200,3200,"TM_3"
0.524900784275784,0.146784307266818,"A KO","GIMME - FVA (min)",3200,3200,"TM_3"
0.524900784275784,0.146784307266818,"A KO","GIMME - FVA (max)",3200,3200,"TM_3"
0.524900784275784,0.146784307266818,"X KO","CF_S - FVA (min)",3200,3200,"TM_3"
0.524900784275784,0.146784307266818,"X KO","CF_S - FVA (max)",3200,3200,"TM_3"
0.524900784275784,0.146784307266818,"X KO","CF_S - FBA",3200,3200,"TM_3"
0.524900784275784,0.146784307266818,"X KO","CF_MTR - FVA (min)",3200,3200,"TM_3"
0.524900784275784,0.146784307266818,"X KO","CF_MTR - FVA (max)",3200,3200,"TM_3"
0.524900784275784,0.146784307266818,"X KO","CF_MTR - FBA",3200,3200,"TM_3"
0.524900784275784,0.146784307266818,"X KO","TRIMER",3200,3200,"TM_3"
0.524900784275784,0.146784307266818,"X KO","GIMME - FBA",3200,3200,"TM_3"
0.524900784275784,0.146784307266818,"X KO","GIMME - FVA (min)",3200,3200,"TM_3"
0.524900784275784,0.146784307266818,"X KO","GIMME - FVA (max)",3200,3200,"TM_3"
