"cor_v","p_v","cond","meths","ex_o","ex_m","TM"
0.192175317635948,0.1906802419051,"Together","CF_S - FVA (min)",3200,3200,"TM_1"
0.46366787593803,0.00090296708093939,"Together","CF_S - FVA (max)",3200,3200,"TM_1"
0.192175317635948,0.1906802419051,"Together","CF_S - FBA",3200,3200,"TM_1"
0.17251974745109,0.240971388365185,"Together","CF_MTR - FVA (min)",3200,3200,"TM_1"
0.407436900607322,0.00404973457858848,"Together","CF_MTR - FVA (max)",3200,3200,"TM_1"
0.17251974745109,0.240971388365185,"Together","CF_MTR - FBA",3200,3200,"TM_1"
0.197229607112054,0.179055383223292,"Together","TRIMER",3200,3200,"TM_1"
0.24539960843439,0.0927283618718275,"Together","GIMME - FBA",3200,3200,"TM_1"
0.24539960843439,0.0927283618718275,"Together","GIMME - FVA (min)",3200,3200,"TM_1"
0.24539960843439,0.0927283618718275,"Together","GIMME - FVA (max)",3200,3200,"TM_1"
0.281718084909506,0.499061379629923,"WT","CF_S - FVA (min)",3200,3200,"TM_1"
0.654770229717306,0.0780694058107198,"WT","CF_S - FVA (max)",3200,3200,"TM_1"
0.281718084909506,0.499061379629923,"WT","CF_S - FBA",3200,3200,"TM_1"
0.281718084909506,0.499061379629923,"WT","CF_MTR - FVA (min)",3200,3200,"TM_1"
0.654770229717306,0.0780694058107198,"WT","CF_MTR - FVA (max)",3200,3200,"TM_1"
0.281718084909506,0.499061379629923,"WT","CF_MTR - FBA",3200,3200,"TM_1"
0.281718084909506,0.499061379629923,"WT","TRIMER",3200,3200,"TM_1"
0.281718084909506,0.499061379629923,"WT","GIMME - FBA",3200,3200,"TM_1"
0.281718084909506,0.499061379629923,"WT","GIMME - FVA (min)",3200,3200,"TM_1"
0.281718084909506,0.499061379629923,"WT","GIMME - FVA (max)",3200,3200,"TM_1"
0.281718084909506,0.499061379629923,"B KO","CF_S - FVA (min)",3200,3200,"TM_1"
0.281718084909506,0.499061379629923,"B KO","CF_S - FVA (max)",3200,3200,"TM_1"
0.281718084909506,0.499061379629923,"B KO","CF_S - FBA",3200,3200,"TM_1"
0.281718084909506,0.499061379629923,"B KO","CF_MTR - FVA (min)",3200,3200,"TM_1"
0.866025403784439,0.00542395034130872,"B KO","CF_MTR - FVA (max)",3200,3200,"TM_1"
0.281718084909506,0.499061379629923,"B KO","CF_MTR - FBA",3200,3200,"TM_1"
0.281718084909506,0.499061379629923,"B KO","TRIMER",3200,3200,"TM_1"
0.281718084909506,0.499061379629923,"B KO","GIMME - FBA",3200,3200,"TM_1"
0.281718084909506,0.499061379629923,"B KO","GIMME - FVA (min)",3200,3200,"TM_1"
0.281718084909506,0.499061379629923,"B KO","GIMME - FVA (max)",3200,3200,"TM_1"
0.169030850945703,0.689052226443965,"E KO","CF_S - FVA (min)",3200,3200,"TM_1"
0.592999453328881,0.121287022477112,"E KO","CF_S - FVA (max)",3200,3200,"TM_1"
0.169030850945703,0.689052226443965,"E KO","CF_S - FBA",3200,3200,"TM_1"
0.169030850945703,0.689052226443965,"E KO","CF_MTR - FVA (min)",3200,3200,"TM_1"
0.866025403784439,0.00542395034130872,"E KO","CF_MTR - FVA (max)",3200,3200,"TM_1"
0.169030850945703,0.689052226443965,"E KO","CF_MTR - FBA",3200,3200,"TM_1"
0.169030850945703,0.689052226443965,"E KO","TRIMER",3200,3200,"TM_1"
0.169030850945703,0.689052226443965,"E KO","GIMME - FBA",3200,3200,"TM_1"
0.169030850945703,0.689052226443965,"E KO","GIMME - FVA (min)",3200,3200,"TM_1"
0.169030850945703,0.689052226443965,"E KO","GIMME - FVA (max)",3200,3200,"TM_1"
0.169030850945703,0.689052226443965,"Z KO","CF_S - FVA (min)",3200,3200,"TM_1"
0.592999453328881,0.121287022477112,"Z KO","CF_S - FVA (max)",3200,3200,"TM_1"
0.169030850945703,0.689052226443965,"Z KO","CF_S - FBA",3200,3200,"TM_1"
0.169030850945703,0.689052226443965,"Z KO","CF_MTR - FVA (min)",3200,3200,"TM_1"
