"cor_v","p_v","cond","meths","ex_o","ex_m","TM"
0.251125238453036,0.085124775067885,"Together","CF_S - FVA (min)",320,320,"TM_1"
0.888477569441618,3.60641006197491e-17,"Together","CF_S - FVA (max)",320,320,"TM_1"
0.249906535207471,0.0867009169576242,"Together","CF_S - FBA",320,320,"TM_1"
0.261699877318386,0.0723713848290558,"Together","CF_MTR - FVA (min)",320,320,"TM_1"
0.518293713802096,0.00016101118585652,"Together","CF_MTR - FVA (max)",320,320,"TM_1"
0.261699877318386,0.0723713848290558,"Together","CF_MTR - FBA",320,320,"TM_1"
0.206664280800785,0.158735595822734,"Together","TRIMER",320,320,"TM_1"
0.232974311804801,0.111034327698318,"Together","GIMME - FBA",320,320,"TM_1"
0.232974311804801,0.111034327698318,"Together","GIMME - FVA (min)",320,320,"TM_1"
0.232974311804801,0.111034327698318,"Together","GIMME - FVA (max)",320,320,"TM_1"
0.20865621238292,0.619976725958993,"WT","CF_S - FVA (min)",320,320,"TM_1"
0.963624111659432,0.000117072914607713,"WT","CF_S - FVA (max)",320,320,"TM_1"
0.169030850945703,0.689052226443965,"WT","CF_S - FBA",320,320,"TM_1"
0.169030850945703,0.689052226443965,"WT","CF_MTR - FVA (min)",320,320,"TM_1"
0.169030850945703,0.689052226443965,"WT","CF_MTR - FVA (max)",320,320,"TM_1"
0.169030850945703,0.689052226443965,"WT","CF_MTR - FBA",320,320,"TM_1"
0.169030850945703,0.689052226443965,"WT","TRIMER",320,320,"TM_1"
0.169030850945703,0.689052226443965,"WT","GIMME - FBA",320,320,"TM_1"
0.169030850945703,0.689052226443965,"WT","GIMME - FVA (min)",320,320,"TM_1"
0.169030850945703,0.689052226443965,"WT","GIMME - FVA (max)",320,320,"TM_1"
0.281718084909506,0.499061379629923,"B KO","CF_S - FVA (min)",320,320,"TM_1"
0.866025403784439,0.00542395034130872,"B KO","CF_S - FVA (max)",320,320,"TM_1"
0.281718084909506,0.499061379629923,"B KO","CF_S - FBA",320,320,"TM_1"
0.281718084909506,0.499061379629923,"B KO","CF_MTR - FVA (min)",320,320,"TM_1"
0.866025403784439,0.00542395034130872,"B KO","CF_MTR - FVA (max)",320,320,"TM_1"
0.281718084909506,0.499061379629923,"B KO","CF_MTR - FBA",320,320,"TM_1"
